Group Name,Ward,Total Member Count,Total_Members_Paid,Total_Amount_Paid
THE BRIDGE,West Asembo,5,4,600
THE CHOSEN FEW,Kabuoch North,2,2,200
THE FRIENDS,Kabondo East,1,1,100
THE GREAT KOMOLO B,Kabondo East,3,2,200
THE GREAT KOMULO B,Kabondo East,2,2,200
THE HILLS,Kabondo East,6,5,600
THE LEGENDS ,Wangchieng,5,1,100
THE LIGHT A,Kwa,2,1,100
THE MUSWANYA WELFARE,Woodley,13,5,1600
THE PROMISE,Waithaka,7,1,100
THE SISTERS A,West Uyoma,2,1,100
THE SKY,Kabondo East,4,3,300
THE STAR B,West Uyoma,3,2,200
THE STAR YOUTH GROUP,West Kamagak,6,1,100
THE TEN FRIENDS,South Kamagambo,8,5,1000
THE UNION,Riruta,5,2,300
THE VICTORIOUS,Waithaka,25,8,800
THE YES GROUP,Central Alego,3,2,200
THIDHNA EDUCATION SUPPORT,Kwa,6,2,200
THIM LICH A SHG,Kwa,2,1,100
THIM LICH B SHG,Kwa,3,2,200
THIM LICH B SHG,Suna Central,3,1,100
THIM MOYIE B,South Sakwa,5,2,200
THINK TWICE,South Gem,21,4,600
THINK TWICE  SHG,Sarang'ombe,23,2,800
THINK TWICE A,West Yimbo,13,11,1400
THINK TWICE B,South Gem,2,1,200
THINK TWICE C,South Gem,3,3,400
THIRTY TO THIRTY,Kasarani,27,3,300
THREE IN ONE,Hospital,5,1,100
THREE SISTERS SHG,West Sakwa,6,4,400
THREE STONES ,Laini Saba,16,1,100
TI GI PACHI,Gembe,5,3,300
TI GI WII,North Ugenya,9,5,500
TI GI WIYI,Lambwe,18,2,200
TI GI WIYI,North Uyoma,18,1,100
TI GI WIYI,South Gem,18,2,200
TI GI WIYI,West Sakwa,18,1,200
TI GI WIYI SHG,Kanyamwa Kosewe,9,3,300
TICH BER SHG,Kendu Bay Town,15,4,600
TICH BER WOMEN GROUP,West Yimbo,6,5,1700
TICH E MWANDU,South Kasipul,2,2,200
TICH ECHIEMO,Yimbo East,7,6,700
TICH JOOTE A,West Seme,6,1,1
TICH MATEK,Kabondo East,13,1,200
TICH MATEK,Sidindi,13,4,500
TICH MATEK,Ukwala,13,5,500
TICH TEK TAA A,East Asembo,10,8,1200
TICH TIIRE,Ugunja,4,2,200
TICH TIRE,Central Kanyamkago,1,1,100
TIE GOT WOMEN,West Yimbo,12,9,900
TIE KID TIM,East Gem,2,1,100
TIGI WIYI,North Uyoma,10,1,100
TIGIWIYI,Homa Bay Central,2,2,200
TII GIWIYI,Central Kamagambo,3,2,200
TII MARIEK WOMEN,West Yimbo,11,6,800
TII MATEK,Ugunja,8,2,500
TIM BER,South East Alego,1,1,100
TIM KINDA,Central Kasipul,19,1,100
TIM KINDA,Ukwala,19,3,400
TIM KINDA C,North Ugenya,8,3,400
TIM KINDA REMBE A,Yala Township,14,9,900
TIM KINDA REMBE C,Yala Township,7,5,700
TIM KINDA REMBE D,Yala Township,4,2,300
TIM KINDA SILK,Kwabwai,4,1,200
TIM KINDA UHD,South Sakwa,4,2,200
TIM KINDA WG A,Central Sakwa,8,2,200
TIM KINDA WOMEN,North Karachuonyo,2,2,500
TIM MABER,South East Alego,14,11,1100
TIM NENDI,West Alego,2,1,100
TIMATEK FARMERS,South Gem,7,4,1300
TIMNA SERA,Riruta,4,1,200
TIN TO DHI,Suna Central,10,1,100
TIN TO LER,East Gem,31,3,300
TIN TO LER,Ugunja,31,1,100
TIN TO LER,West Sakwa,31,4,400
TIN TO LER APATE,West Alego,3,2,300
TIN TO MIT,West Asembo,17,2,300
TIN TO MIT,West Sakwa,17,1,100
TIN TO MIT WOMEN,North Alego,27,4,410
TIN TOLER,North Kamagambo,4,2,200
TINDE KAYUDO,Kabonyo/Kanyagwal,13,1,2
TING TEE 1,Suna Central,4,2,300
TING TEE 4,Suna Central,10,3,300
TING TING WADU,Kabondo East,4,4,600
TING WANGI B,North Gem,2,1,100
TING WANGI MALO,West Karachuonyo,3,3,400
TING WANGI SHG,Siaya Township,2,1,100
TING' MUSALAPI SHG,South East Alego,8,2,600
TINGA,Wangchieng,2,2,200
TINGA NYALO YOUTH,Gembe,5,4,400
TINGRI MALO,North Kamagambo,2,1,300
TIYO TALING ALINGA,West Alego,4,2,200
TOGETHER WE CAN,South Gem,7,4,800
TOGETHER WE PULL,South Kasipul,19,17,1700
TOGETHER WE STAND 1,West Yimbo,21,7,821
TOGETHER WE STAND 2,West Yimbo,5,2,200
TOGETHER WE STAND 3,West Yimbo,7,2,200
TOGETHER WE STAND 4,West Yimbo,4,1,100
TOGETHER WE SUCEED,North Uyoma,6,4,400
TOI GOLDEN AGE GROUP,Makina,12,8,1400
TOKWIN,Nyayo Highrise,11,6,600
TOMATO SELLERS,West Uyoma,4,2,200
TOMESS SHG,Siaya Township,4,1,100
TON WELFARE SHG,West Sakwa,9,4,500
TOPICAL,Waithaka,9,3,300
TORA TORA A,Usonga,11,2,200
TORA TORA C,Usonga,2,1,100
TRANSFORMER MASHIMONI,Laini Saba,24,1,100
TRANSFORMING GROUP,Sarang'ombe,17,1,100
TRANSFORMING LINES SELF HELP GROUP,Nyalenda B,1,1,100
TRANSPARENCY 2020,Huruma,18,6,600
TRANSPARENT,Woodley,15,4,500
TREE SILK,West Gem,6,5,500
TRUE FRIENDS,Central Kamagambo,8,2,300
TRUE FRIENDS,Kabondo East,8,5,500
TRUE SISTERS ,Homa Bay Central,9,8,800
TRUE VISION,Mugumu-Ini,10,1,200
TRUSTED BUFFALO MOTHER,Central Alego,4,1,100
TRUSTED FRIENDS KAMWALA ,Wangchieng,9,9,3600
TUENDE PAMOJA,West Alego,6,2,200
TUGO TIN,West Karachuonyo,1,1,100
TUHESHIMIANE PWD,Central Sakwa,8,4,400
TUINUANE,East Ugenya,16,5,500
TUINUANE,Sigomere,16,2,200
TUINUANE UJASIRI WOMEN GROUP,West Alego,2,1,200
TUINUANE WOMEN A,North Gem,13,5,500
TUINUKE KATANGA,Pumwani,7,5,800
TUINUKE SHOFCO,Yimbo East,1,1,100
TUINUKE SHOFCO B,Yimbo East,6,5,500
TUINUKE SHOFCO C,Yimbo East,14,7,700
TUINUKE WOMEN,North Gem,5,4,400
TUJIINUE B,Sarang'ombe,26,8,1100
TUJIINUE KAMBI KISII,Sarang'ombe,33,7,1500
TUJIKAZE SHG,Laini Saba,7,1,300
TUJIKAZE W GROUP,West Alego,7,4,800
TUJINUE KAMBI KISII A,Sarang'ombe,6,3,300
TUJITIE NGUVU,Central Karachuonyo,1,1,100
TUJIUNGE,West Karachuonyo,6,4,400
TUJIUNGE B,East Ugenya,9,5,500
TUJIUNGE MBITA,Kasgunga,3,3,300
TUJIUNGE SUNSET,West Karachuonyo,6,3,300
TUJIUNGE WOMEN,East Ugenya,8,4,400
TUKO MBELE,Ugunja,4,1,100
TUKO PAMOJA,Mabatini,28,14,1400
TULA,North Alego,9,7,900
TULA A,South East Alego,5,3,300
TULA B,South East Alego,1,1,100
TUMAINI,East Kamagambo,32,1,100
TUMAINI,Kabondo East,32,2,200
TUMAINI,North Alego,32,5,1000
TUMAINI,South Kanyamkago,32,1,200
TUMAINI,West Alego,32,2,200
TUMAINI A,East Asembo,8,1,100
TUMAINI A,West Asembo,8,1,200
TUMAINI ALUALA,South East Alego,1,1,100
TUMAINI B,East Asembo,10,4,805
TUMAINI C,Central Alego,2,2,200
TUMAINI CANAAN,Korogocho,40,24,2800
TUMAINI G NDORI,East Asembo,7,4,1100
TUMAINI GRP,Usonga,5,2,200
TUMAINI NYABEDA EAST,West Uyoma,3,3,500
TUMAINI NZURI,Mutu-Ini,2,1,100
TUMAINI RACHAR,West Uyoma,11,4,400
TUMAINI SILC,Ugunja,4,1,300
TUNATUMAINI WELFARE ,Kwa Njenga,1,1,100
TUNAWEZA A,Mabatini,32,17,4300
TUNAWEZA WOMEN GRP,South East Alego,2,1,100
TUNDA BORA SHG,West Sakwa,5,3,300
TUNUKIWE,Central Kasipul,9,1,100
TUONE MBELE ,Lindi,2,1,100
TUPENDANE,North Ugenya,13,6,600
TUPENDANE,West Asembo,13,4,400
TUR NI NDEE A,West Sakwa,6,5,500
TUSAIDIANE MAWAZO,Sarang'ombe,21,2,300
TUSHAURIANE,Central Sakwa,17,1,100
TUSHAURIANE,South Sakwa,17,1,600
TUSONGE MBELE,East Ugenya,65,2,300
TUSONGE MBELE,Laini Saba,65,35,7300
TUUNGANE,Ugunja,9,1,100
TUUNGANE B,South East Alego,3,1,100
TUUNGANE B.,Sidindi,6,3,300
TUUNGANE BEACH BRIGE,Central Sakwa,7,5,500
TUUNGANE BODA,Yala Township,7,1,100
TUUNGANE MUGOMBRA,Sidindi,4,1,100
TUUNGANE PAMOJA,East Ugenya,2,1,300
TUUNGANE SIRONGO SHG,Central Sakwa,2,1,100
TUUNGANE TIJIJENGE SHG,Lindi,48,8,900
TUUNGANE TUJIINUE92,Central Gem,1,1,100
TUWASHINDI,Sidindi,3,1,100
TWELVE SISTERS,West Asembo,9,4,400
TWENDE PAMOJA,West Uyoma,5,3,300
TWENDELEE MBELE,South Sakwa,4,4,400
TWENYA CLEAN WATER,Yala Township,5,4,402
TWO POLES,Central Sakwa,10,4,400
Taa Riara A,Imara Daima,3,1,300
Taa Riara B,Imara Daima,7,5,800
Taa Riara C,Imara Daima,18,7,900
Tabasamu,Viwandani,18,4,1300
Tabitha2_test,Idakho South,1,1,2
Tafuta Youthful  Group ,Sarang'ombe,1,1,200
Talented Israel ,Kwa Njenga,15,1,300
Tamarine,California,9,5,500
Tang'chon ber,Kabondo East,10,10,2100
Tang'ne dendi,Central Kasipul,9,7,2900
Tangaza Mbele ,Nairobi South,9,5,700
Taqwa,Lower Savannah,31,19,2100
Targeter,Mlango Kubwa,16,3,300
Tassia Mabatini,Embakasi,17,6,1100
Tassia Moyie SHG ,Kwa Njenga,9,3,300
Tassia Women ,Kware,18,9,900
Tausi Bodaboda ,North Karachuonyo,1,1,800
Team  Agano ,Upper Savannah,15,3,500
Team Change,Kwa Njenga,15,9,900
Team Faith A,Njiru,8,3,500
Team Goal  Goal ,Kwa Reuben,11,1,100
Team Kahawa ,Mugumu-Ini,13,8,900
Team Maendeleo ,Imara Daima,8,4,600
Team faith ,Mabatini,8,6,800
Team power,Eastleigh South,3,1,100
Teketeke,Hospital,30,18,1800
Tembea Pamoja ,Kwa Njenga,5,1,301
Ten Ladies,Embakasi,24,17,2200
Ten Sisters,Utalii,20,9,1000
Ten Star SHG,Kwa Njenga,6,4,600
Ten Stars,Nairobi South,16,3,400
Ten Stars SHG,Lower Savannah,12,10,1000
Tenda Wema,Korogocho,50,3,300
Tenda Wema,Kware,50,9,900
Tenetious Friends ,Mathare North,15,4,1200
Tent Vision,Gatina,40,2,200
Tent Vision,Kabiro,40,10,4400
Teritory Heroes,Dandora Area Iv,12,1,100
Tessia Moyie SHG ,Kware,1,1,300
Tetra park 1,Landimawe,9,2,500
Thayu,Eastleigh South,27,17,1700
The 42 Pap,Utalii,13,5,500
The Achievers,Ngara,2,1,200
The Achievers Pipeline ,Pipeline,21,3,500
The Big 5,Mlango Kubwa,8,1,100
The Calabash ,Pipeline,4,2,200
The Charming Queens ,Makongeni,11,11,1300
The Feature,Kangemi,24,10,2400
The Future,Kangemi,1,1,100
The Great Egret,Embakasi,7,7,700
The Great Reuben ,Kwa Reuben,23,8,1000
The Great power line ,Ngei,33,13,1700
The Judah ,Imara Daima,13,10,1500
The Pipeline Eagles ,Kware,16,7,700
The Pipeline Stars ,Pipeline,15,1,300
The Queen ,Umoja Ii,3,3,500
The Rock,Njiru,3,3,300
The Rose,Kwa Njenga,11,7,700
The Royal Doves,Korogocho,4,3,300
The Shepherd ,Kware,1,1,100
The Squad,Upper Savannah,10,1,100
The Team,Makongeni,11,1,100
The Trend,Makongeni,8,1,300
The Well,Upper Savannah,11,2,200
The challenge,Nairobi South,13,3,300
The flame,Upper Savannah,5,1,100
The little carpenter ,Upper Savannah,10,1,100
The winners,Dandora Area Iv,12,10,1100
The winners vision self help group ,Kwa Njenga,5,2,300
Thee Alphas,Ngei,12,2,400
Thee Power,Ngei,3,1,100
Thee Roses,Kiamaiko,5,2,200
Theta caregivers,Karura,15,1,100
Think Twice 48,Kware,7,1,300
Thome Friends ,Githurai,5,3,900
Thompson,Karura,38,1,100
Thompson,Mountain View,38,13,1500
Three Stars ,Korogocho,3,1,100
Three sister star ,Kayole Central,3,1,300
Thump up,Mathare North,7,5,600
Thursday\312stars,Mountain View,19,6,900
Thursday\312stars,Parklands/Highridge,19,1,100
Tiahikane Mikono Reuben ,Kwa Reuben,1,1,300
Tim Kinda,California,4,2,200
Timaini,North Ugenya,8,6,1600
Timau SHG,Gatina,23,18,2000
Tin Moyie,Mathare North,10,3,400
Tin Toler,Njiru,9,2,200
Tins,Ngara,22,3,400
Tins 3,Ngara,7,2,300
Tintoler SHG,Korogocho,18,3,400
Together As One,Kwa Njenga,12,4,400
Together As one,Dandora Area Iii,4,1,100
Together W. Mulu,Imara Daima,1,1,100
Together We Can ,Imara Daima,26,6,600
Together We Can ,Nairobi South,26,2,200
Together We Move,Imara Daima,29,9,900
Together We Move,Kwa Reuben,29,2,200
Together we can,Harambee,11,3,300
Together we can ,Viwandani,4,3,300
Togetherness,Karura,11,1,100
Togi Wiyi,East Kamagambo,1,1,100
Toka Tuende,Hospital,8,3,300
Tong Nyang Tek,Sarang'ombe,28,18,2000
Top Group ,Korogocho,11,1,200
Top Ladies,Embakasi,14,11,1100
Top tank,Kwa Njenga,4,2,200
Toplife Chap Chap,Nyayo Highrise,57,9,980
Toplife Maendeleo,Nyayo Highrise,61,20,2600
Topstar Karen-End,Gatina,24,3,500
Toyota,Embakasi,4,1,100
Training_1,Sarang'ombe,3,2,200
Transformer Upendo ,Kwa Reuben,58,34,3400
Treasure Iron A,California,4,4,400
Treasure Iron C,California,9,8,800
Treasure iron B,California,7,5,500
Trench A,Harambee,5,5,500
Trench B,Harambee,18,8,800
Trench C,Harambee,11,2,200
Trench D,Harambee,8,5,600
Trickle up CBO,Komarock,4,1,100
True Friends ,Baba Dogo,11,2,400
True Love,Kayole Central,24,8,1200
True Shepherd ,Imara Daima,31,2,200
True Shepherd ,Kwa Njenga,31,24,2500
True To Community SHG,Korogocho,25,10,1000
True sisters,Pumwani,8,3,300
Trust ,Central Kamagambo,9,9,1000
Trust A,Harambee,8,7,700
Truth,Ngei,8,1,100
Tubonge,Ngei,10,2,200
Tueshimiane,South Maragoli,2,1,1
Tuinuane,Njiru,6,1,1200
Tuinuane 46,Kawangware,7,6,600
Tuinuane Lunga ,Viwandani,9,7,2000
Tuinuane Maringo,Maringo/Hamza,17,10,1700
Tuinuane Mashimoni ,Pumwani,7,3,300
Tuinuane Pamoja ,Kwa Reuben,22,2,600
Tuinuane SHG,Umoja Ii,3,1,200
Tuinuane Vision ,Korogocho,12,1,100
Tuinuane Women Pipeline ,Pipeline,16,6,800
Tuinuane Women SHG,Kariobangi North,18,7,1300
Tuinuane pamoja,Hospital,13,5,700
Tuinuke Shofco group D,Yimbo East,3,1,100
Tujengane SHG,Imara Daima,15,10,1100
Tujenge,Kabondo East,1,1,100
Tujifae,Maringo/Hamza,12,2,300
Tujiinue SHG,Dandora Area Iv,8,3,900
Tujiinue grp,Ngara,14,7,1300
Tujijenge,Komarock,4,2,600
Tujijenge Tuendelee ,Makina,33,26,4800
Tujijenge youth group ,Makongeni,7,2,200
Tujiunge Pamoja,Mlango Kubwa,10,6,600
Tujiweze,Lower Savannah,9,5,500
Tuko Macho,Sarang'ombe,1,1,200
Tuko Macho A,Harambee,15,3,400
Tuko Macho B,Harambee,7,1,100
Tulindane SHG,Mowlem,5,4,500
Tumaini,Kasarani,49,11,1100
Tumaini,Landimawe,49,15,3100
Tumaini  Blessed Women ,Mlango Kubwa,6,4,600
Tumaini  Rapture ,Kwa Njenga,9,1,100
Tumaini A,Maringo/Hamza,30,2,400
Tumaini A,Sarang'ombe,30,1,1200
Tumaini A ,Maringo/Hamza,5,3,400
Tumaini C,Maringo/Hamza,9,4,1100
Tumaini Indangalasia,Baba Dogo,14,4,800
Tumaini Vision,California,8,6,600
Tumaini Woman,Mlango Kubwa,9,4,400
Tumaini ladies,Wasimbete,15,14,1400
Tuna tumaini,Kwa Njenga,2,1,300
Tunaeneza pamoja ,Kwa Njenga,2,2,200
Tunaweza North,Ngei,3,3,900
Tunaweza Pamoja,Kwa Njenga,23,12,1500
Tunaweza Pamoja ,Makongeni,1,1,100
Tunaweza Women SHG,Lucky Summer,9,1,100
Tunaweza Women SHG,Ngei,9,3,900
Tuone ,Kwa Reuben,1,1,100
Tuone Mbele SHG,Kwa Reuben,20,6,700
Tuone Mbele SHG,Kware,20,5,600
Tupendane  Sabaki B,Imara Daima,12,4,400
Tupendane MCC/AA,Pipeline,5,4,400
Tupendane SHG ,Kwa Njenga,6,4,500
Tupendane Washangae,Utalii,14,7,1700
Tusaidiane,Kawangware,16,5,500
Tushauriane,Gatina,15,7,700
Tushauriane ,Pumwani,1,1,100
Tushikane Mkono ,Kwa Reuben,14,3,500
Tushikane Mkono ,Kware,14,1,300
Tushikane mkono,Kayole Central,17,9,1100
Tuungane,Airbase,16,4,800
Tuungane,California,16,5,1100
Tuungane Group ,Korogocho,13,1,100
Tuwinuaane Wazee,Nyayo Highrise,13,3,300
Tuwinuane Wazee,Nyayo Highrise,1,1,100
Twaweza,Nairobi South,13,3,300
Twaweza 1 ,Nairobi South,5,4,700
Twaweza 2,Nairobi South,12,6,800
Twaweza 3,Nairobi South,19,11,1300
Twaweza 4A,Nairobi South,7,4,400
Twaweza 4B ,Nairobi South,6,5,500
Twaweza 4C ,Nairobi South,6,5,500
Twaweza 4D ,Nairobi South,8,3,500
Twaweza 5,Nairobi South,11,5,700
Twaweza 5A ,Nairobi South,12,10,1000
Twaweza 6,Nairobi South,7,4,600
Twaweza 7,Nairobi South,10,3,1600
Twaweza 8A,Nairobi South,8,7,800
Twaweza 8B ,Nairobi South,10,7,900
Twaweza 8C ,Nairobi South,18,5,500
Twaweza 8D ,Nairobi South,9,7,900
Twelve brothers,Eastleigh South,11,7,700
Twende Mbele Group ,Korogocho,9,5,500
Twende Pamoja ,Kwa Reuben,15,7,900
Twenty Ladies,Korogocho,17,11,1200
Twenty Noble Friends,Kolwa Central,12,2,2
Tweny  Giwadu  ,West Karachuonyo,1,1,100
Twin Class,Korogocho,17,14,1400
Twinkle Stars,Korogocho,12,9,1300
Two Rivers,Kwa Njenga,11,9,900
Two Ways,Imara Daima,9,4,500
Two by Two movement SHG,Roysambu,11,1,100
U and I for Our Community ,Kwa Njenga,1,1,100
U.B.C ,Pipeline,6,2,200
UBUNTU,East Asembo,5,3,300
UBUNTU,West Asembo,5,2,200
UCHIPI WOMEN GROUP,Yimbo East,5,1,100
UCHONGA MOYIE,West Alego,6,2,200
UDENDA CHAKO CHOM,West Alego,8,6,600
UDENDA MARKET,West Alego,2,1,100
UDENDA MOYIE,West Alego,3,2,200
UDIMBA DIEKO,West Alego,7,2,200
UDIMBA UMOJA,West Alego,2,1,100
UDUNGU SACRED,Central Sakwa,5,5,500
UDURA  WONDERFUL,Central Alego,2,1,100
UDURA WONDERFUL ,Central Alego,5,3,400
UGAA,North Alego,15,8,800
UGAA A,South East Alego,11,2,200
UGAMBE F.P.F.K,North Ugenya,12,11,1200
UGAMBE MOYIE,Yimbo East,7,3,300
UGI WAMA,Riruta,5,5,600
UGINGO A,Yala Township,5,2,300
UGINGO B,Yala Township,4,4,400
UGOLWE NETWORK,Sidindi,13,7,700
UGOLWE NETWORK B.,Sidindi,5,3,400
UGOLWE NETWORK C.,Sidindi,4,2,200
UGOLWE NETWORK D.,Sidindi,10,3,300
UGOLWE NETWORK E.,Sidindi,2,2,300
UGUNJA FRIENDS,Ugunja,1,1,100
UHENDO,South Sakwa,9,7,700
UHESIA DEVELOPMENT,North Ugenya,7,7,1700
UJASIRI TUINUANE,West Alego,2,1,100
UJENZI GROUP,Central Karachuonyo,8,5,500
UJENZI GROUP,North Karachuonyo,8,1,300
UJIMBE BODA BODA SHG,North Gem,4,1,100
UKASI,Sigomere,2,1,100
UKASI,Ugunja,2,1,100
UKAT,North Alego,3,2,200
UKIKA A,West Alego,5,5,800
UKIKA B,West Alego,10,6,700
UKUK GROUP,Sigomere,8,5,700
UKWALA HUNTERS,Ukwala,5,5,600
UKWELI SHG,Suna Central,5,3,300
ULADA CENTRAL GROUP,East Kanyamkago,6,5,500
ULADA FRIENDS,North Alego,1,1,100
ULAGA FRIENDS A,Central Alego,3,1,100
ULAGA FRIENDS B,Central Alego,4,3,300
ULALO MIXED,North Alego,5,2,200
ULALO MIXED,Siaya Township,5,1,100
ULANDA CENTRAL B,East Kanyamkago,1,1,100
ULANDA CENTRAL C,East Kanyamkago,1,1,100
ULANDA MOYIE,West Alego,6,3,300
ULOMA WOMEN,Ukwala,4,3,300
ULONGA B,Yala Township,6,3,300
ULONGA C,Yala Township,2,1,100
ULONGA E,Yala Township,2,1,300
ULUMBI MOYIE,Yala Township,6,4,400
ULUPI WOMEN SHG,Usonga,10,5,500
UMAHERA SHG,North Gem,5,1,600
UMALA OSIEPE,Ugunja,5,3,300
UMBRELLA,West Gem,2,1,100
UMBRELLA B,West Gem,7,2,200
UMBUGI,Central Kamagambo,4,1,100
UMIN MOYIE,Sigomere,8,8,1300
UMIN MOYIE B,Sigomere,2,2,200
UMIN MOYIE YOUTH,Sigomere,2,1,300
UMINA JUNCTION,West Alego,4,2,300
UMOJA,Kabondo East,7,5,500
UMOJA GROUP WANYEE CLOSE,Riruta,3,2,500
UMOJA L,West Gem,5,4,400
UMOJA NA UPENDO,East Asembo,7,1,100
UMOJA NA UPENDO,West Asembo,7,4,400
UMOJA NDIYE NGUVU,South East Alego,5,1,100
UMOJA NI NGAVU,South Uyoma,7,6,600
UMOJA NI NGUVU,East Gem,64,1,100
UMOJA NI NGUVU,North Ugenya,64,7,700
UMOJA NI NGUVU,Ugunja,64,1,300
UMOJA NI NGUVU,Woodley,64,11,2020
UMOJA NI NGUVU,Yimbo East,64,7,700
UMOJA NI NGUVU A,North Gem,6,4,400
UMOJA NI NGUVU KIANDA,Woodley,31,3,1200
UMOJA NI NGUVU SHG,North Alego,15,1,100
UMOJA ONE YOUTH,Kabonyo/Kanyagwal,10,1,1
UMOJA RACECOURSE,Ng'ando,5,3,300
UMOJA SHG,Kwa,30,1,100
UMOJA SHG,Lindi,30,4,600
UMOJA WANYE,Riruta,2,1,100
UMOJA WOMEN,Sigomere,6,4,400
UNAMI SELF,Central Gem,3,2,200
UNBREAKABLE,Mabatini,9,1,200
UNDER FIFTY,Wangchieng,4,1,100
UNDUGU DESTINY ,Nyayo Highrise,17,4,400
UNDUGU SACRED HEART,South Sakwa,1,1,100
UNDUGU SELFF HELP GROUP,Sarang'ombe,11,1,200
UNIQUE,Mabatini,10,7,1200
UNIQUE CBO,Kayole Central,16,13,2300
UNIQUE WOMEN GROUP,East Kanyamkago,5,5,800
UNITED BROTHERS,Lindi,29,4,900
UNITED FAMILY,Usonga,8,4,1200
UNITED HOMES,Sarang'ombe,14,3,300
UNITED LADIES,Woodley,17,1,500
UNITED LUHIA LADIES,Yala Township,6,5,600
UNITED SISTERS,Hospital,4,2,200
UNITED WIDOWS,West Alego,4,1,200
UNITUM CLOSE,Lindi,16,14,1400
UNITY,Karura,6,3,300
UNITY AGAINST POVERTY,Ngei,9,5,500
UNITY OF PURPOSE,Ng'ando,3,3,300
UNYEJRA A,Yimbo East,7,6,600
UNYEJRA B,Yimbo East,1,1,100
UPANDA MAKEMO,Central Alego,3,3,300
UPENDO,Kabondo East,39,3,300
UPENDO,Pumwani,39,3,500
UPENDO,Siaya Township,39,1,100
UPENDO,Sigomere,39,1,200
UPENDO,South Kamagambo,39,1,100
UPENDO,Ugunja,39,1,200
UPENDO,West Alego,39,2,400
UPENDO  GOT OJUR,Siaya Township,1,1,100
UPENDO 1,Suna Central,4,1,100
UPENDO 2,Suna Central,1,1,100
UPENDO 3,Suna Central,4,1,200
UPENDO A,Yala Township,8,5,800
UPENDO A SHG,Gembe,5,3,300
UPENDO APONDO,South Uyoma,4,1,100
UPENDO B,Yala Township,5,3,300
UPENDO B.,Ugunja,8,1,100
UPENDO C,Yala Township,4,1,100
UPENDO C.,Ugunja,6,1,300
UPENDO D,Yala Township,4,3,400
UPENDO D.,Ugunja,5,3,300
UPENDO EPZ,Baba Dogo,9,7,2000
UPENDO F,Yala Township,2,2,300
UPENDO G,Yala Township,7,3,400
UPENDO JONYO,South East Alego,1,1,100
UPENDO K,East Kamagak,5,4,400
UPENDO KCC,Dandora Area I,13,2,200
UPENDO KIMBO,Woodley,17,1,300
UPENDO KOBONGO LIGHT,Awasi/Onjiko,1,1,1
UPENDO KODIERE WG,North Alego,1,1,100
UPENDO PEC W.G,Miwani,1,1,1
UPENDO RAHA,West Alego,7,2,600
UPENDO SACCO,Kayole Central,17,4,1200
UPENDO SACCO,Kayole South,17,6,900
UPENDO SHG,South Uyoma,8,1,100
UPENDO WOMEN,Sarang'ombe,26,5,700
UPENDO WOMEN,Ukwala,26,6,1700
UPPER BOARDER,Kokwanyo/Kakelo,12,7,800
UPPER HILL,Central Karachuonyo,10,4,500
UPPER MAGARE,Homa Bay West,5,2,200
URADI MOYIE,West Alego,10,4,800
URADI SOKO,West Alego,8,6,600
URAFIKI MOTHERS,Huruma,8,4,400
URANGA KALVO PENSION,Siaya Township,5,4,400
URANGA RIDERS,West Alego,1,1,100
URANGA TRADERS,West Alego,8,5,600
URANGA YAW PACHI,West Alego,3,2,200
UREJE B,Yimbo East,5,3,300
UREMBO,Siaya Township,6,1,100
URIMBA UMOJA,West Alego,4,3,300
URINDA LADIES STAR,Ugunja,1,1,200
URINGI MOYIE,East Ugenya,2,1,100
USAIDIZI UMALA,Ugunja,1,1,300
USAYI WG B,Yimbo East,13,7,805
USENGE BODABODA,South East Alego,4,2,200
USERA KANYAKLA,Ugunja,7,1,100
USHIKAMANO,West Gem,6,5,500
USHINDI,Embakasi,16,3,900
USHINDI,Ng'ando,16,3,300
USHINDI  WOMEN,God Jope,2,1,100
USHINDI A,East Asembo,7,3,300
USHIRIKA NA VITENDO,Sigomere,11,7,700
USHIRIKANO SHG,Sarang'ombe,40,24,3600
USIGU COMM UNIT,Yimbo East,3,2,200
USOKO A VSLA,West Sakwa,3,3,400
USOKO BELIEVER,West Sakwa,6,1,100
USOKO FRIENDS,West Sakwa,3,1,100
USOKO LOVERS,West Sakwa,3,1,100
USOKO VSLA,West Sakwa,7,5,600
USONGA DISABLED,Usonga,11,3,300
USWEDA WOMEN ASS,North Gem,4,4,400
UTUMISHI DEV ORGANIZATION,Sarang'ombe,32,8,1100
UWEZO,Sigomere,5,4,400
UWEZO B.,Sigomere,6,5,500
UWEZO WOMEN,Central Alego,7,4,400
UWEZO YOUTH,South Kasipul,17,9,3800
UWI MOYIE SHG,Gembe,7,4,500
UWINO CLAN SHG,West Gem,8,5,600
UYAWI CLAN ELDERS,Central Sakwa,5,2,200
UYAWI JIRANI,Central Sakwa,7,4,400
UYAWI WELL WISHERS,Central Sakwa,5,4,500
UYOGA WOMEN SHG,Kwa,4,1,100
UYOHA B WOMEN,West Uyoma,8,4,400
UYOMA GIFT,North Uyoma,6,2,200
UYOMA GIFT,West Uyoma,6,3,300
UYOMA MIXED GROUP,Yimbo East,8,4,400
UZIMA SHG,West Sakwa,6,4,500
UZIMA YOUTH,South Kasipul,6,1,100
Ubax Spring.SGH,Mlango Kubwa,2,2,200
Ufanisi Kendgi Group ,Korogocho,2,1,100
Ufunuo SHG,Gatina,37,25,2700
Ugemas,Makongeni,8,6,600
Ugenya Brothers ,Baba Dogo,16,1,100
